CATEGORIA_ID's;GRUPOS;CATEGORIAS
C70;C00 C75 Neoplasias [tumores] malignas(os);C70 Neoplasia maligna das meninges
C71;C00 C75 Neoplasias [tumores] malignas(os);C71 Neoplasia maligna do encéfalo
C72;C00 C75 Neoplasias [tumores] malignas(os);C72 Neoplasia maligna da medula espinhal
C73;C00 C75 Neoplasias [tumores] malignas(os);C73 Neoplasia maligna da glândula tireóide
C74;C00 C75 Neoplasias [tumores] malignas(os);C74 Neoplasia maligna da glândula supra-renal [Glândula adrenal]
C75;C00 C75 Neoplasias [tumores] malignas(os);C75 Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas
C00;C00 C14 Neoplasias malignas do lábio;C00 Neoplasia maligna do lábio
C01;C00 C14 Neoplasias malignas do lábio;C01 Neoplasia maligna da base da língua
C02;C00 C14 Neoplasias malignas do lábio;C02 Neoplasia maligna de outras partes e de partes não especificadas da língua
C03;C00 C14 Neoplasias malignas do lábio;C03 Neoplasia maligna da gengiva
C04;C00 C14 Neoplasias malignas do lábio;C04 Neoplasia maligna do assoalho da boca
C05;C00 C14 Neoplasias malignas do lábio;C05 Neoplasia maligna do palato
C06;C00 C14 Neoplasias malignas do lábio;C06 Neoplasia maligna de outras partes e de partes não especificadas da boca
C07;C00 C14 Neoplasias malignas do lábio;C07 Neoplasia maligna da glândula parótida
C08;C00 C14 Neoplasias malignas do lábio;C08 Neoplasia maligna de outras glândulas salivares maiores e as não especificadas
C09;C00 C14 Neoplasias malignas do lábio;C09 Neoplasia maligna da amígdala
C10;C00 C14 Neoplasias malignas do lábio;C10 Neoplasia maligna da orofaringe
C11;C00 C14 Neoplasias malignas do lábio;C11 Neoplasia maligna da nasofaringe
C12;C00 C14 Neoplasias malignas do lábio;C12 Neoplasia maligna do seio piriforme
C13;C00 C14 Neoplasias malignas do lábio;C13 Neoplasia maligna da hipofaringe
C14;C00 C14 Neoplasias malignas do lábio;C14 Neoplasia maligna de outras localizações e de localizações mal definida
C15;C15 C26 Neoplasias malignas dos órgãos digestivos;C15 Neoplasia maligna do esôfago
C16;C15 C26 Neoplasias malignas dos órgãos digestivos;C16 Neoplasia maligna do estômago
C17;C15 C26 Neoplasias malignas dos órgãos digestivos;C17 Neoplasia maligna do intestino delgado
C18;C15 C26 Neoplasias malignas dos órgãos digestivos;C18 Neoplasia maligna do cólon
C19;C15 C26 Neoplasias malignas dos órgãos digestivos;C19 Neoplasia maligna da junção retossigmóide
C20;C15 C26 Neoplasias malignas dos órgãos digestivos;C20 Neoplasia maligna do reto
C21;C15 C26 Neoplasias malignas dos órgãos digestivos;C21 Neoplasia maligna do ânus e do canal anal
C22;C15 C26 Neoplasias malignas dos órgãos digestivos;C22 Neoplasia maligna do fígado e das vias biliares intra-hepáticas
C23;C15 C26 Neoplasias malignas dos órgãos digestivos;C23 Neoplasia maligna da vesícula biliar
C24;C15 C26 Neoplasias malignas dos órgãos digestivos;C24 Neoplasia maligna de outras partes
C25;C15 C26 Neoplasias malignas dos órgãos digestivos;C25 Neoplasia maligna do pâncreas
C26;C15 C26 Neoplasias malignas dos órgãos digestivos;C26 Neoplasia maligna de outros órgãos digestivos e de localizações mal definidas no aparelho digestivo
C30;C30 C39 Neoplasias malignas do aparelho respiratório e dos órgãos intratorácicos;C30 Neoplasia maligna da cavidade nasal e do ouvido médio
C31;C30 C39 Neoplasias malignas do aparelho respiratório e dos órgãos intratorácicos;C31 Neoplasia maligna dos seios da face
C32;C30 C39 Neoplasias malignas do aparelho respiratório e dos órgãos intratorácicos;C32 Neoplasia maligna da laringe
C33;C30 C39 Neoplasias malignas do aparelho respiratório e dos órgãos intratorácicos;C33 Neoplasia maligna da traquéia
C34;C30 C39 Neoplasias malignas do aparelho respiratório e dos órgãos intratorácicos;C34 Neoplasia maligna dos brônquios e dos pulmões
C37;C30 C39 Neoplasias malignas do aparelho respiratório e dos órgãos intratorácicos;C37 Neoplasia maligna do timo
C38;C30 C39 Neoplasias malignas do aparelho respiratório e dos órgãos intratorácicos;C38 Neoplasia maligna do coração
C39;C30 C39 Neoplasias malignas do aparelho respiratório e dos órgãos intratorácicos;C39 Neoplasia maligna de outras localizações e de localizações mal definidas do aparelho respiratório e dos órgãos intratorácicos
C40;C40 C41 Neoplasias malignas dos ossos e das cartilagens articulares;C40 Neoplasia maligna dos ossos e cartilagens articulares dos membros
C41;C40 C41 Neoplasias malignas dos ossos e das cartilagens articulares;C41 Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas
C43;C43 C44 Melanoma e outras(os) neoplasias malignas da pele;C43 Melanoma maligno da pele
C44;C43 C44 Melanoma e outras(os) neoplasias malignas da pele;C44 Outras neoplasias malignas da pele
C45;C45 C49 Neoplasias malignas do tecido mesotelial e tecidos moles;C45 Mesotelioma
C46;C45 C49 Neoplasias malignas do tecido mesotelial e tecidos moles;C46 Sarcoma de Kaposi
C47;C45 C49 Neoplasias malignas do tecido mesotelial e tecidos moles;C47 Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo
C48;C45 C49 Neoplasias malignas do tecido mesotelial e tecidos moles;C48 Neoplasia maligna dos tecidos moles do retroperitônio e do peritônio
C49;C45 C49 Neoplasias malignas do tecido mesotelial e tecidos moles;C49 Neoplasia maligna do tecido conjuntivo e de outros tecidos moles
C50;C50 C50 Neoplasias malignas da mama;C50 Neoplasia maligna da mama
C51;C51 C58 Neoplasias malignas dos órgãos genitais femininos;C51 Neoplasia maligna da vulva
C52;C51 C58 Neoplasias malignas dos órgãos genitais femininos;C52 Neoplasia maligna da vagina
C53;C51 C58 Neoplasias malignas dos órgãos genitais femininos;C53 Neoplasia maligna do colo do útero
C54;C51 C58 Neoplasias malignas dos órgãos genitais femininos;C54 Neoplasia maligna do corpo do útero
C55;C51 C58 Neoplasias malignas dos órgãos genitais femininos;C55 Neoplasia maligna do útero
C56;C51 C58 Neoplasias malignas dos órgãos genitais femininos;C56 Neoplasia maligna do ovário
C57;C51 C58 Neoplasias malignas dos órgãos genitais femininos;C57 Neoplasia maligna de outros órgãos genitais femininos e dos não especificados
C58;C51 C58 Neoplasias malignas dos órgãos genitais femininos;C58 Neoplasia maligna da placenta
C60;C60 C63 Neoplasias malignas dos órgãos genitais masculinos;C60 Neoplasia maligna do pênis
C61;C60 C63 Neoplasias malignas dos órgãos genitais masculinos;C61 Neoplasia maligna da próstata
C62;C60 C63 Neoplasias malignas dos órgãos genitais masculinos;C62 Neoplasia maligna dos testículos
C63;C60 C63 Neoplasias malignas dos órgãos genitais masculinos;C63 Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados
C64;C64 C68 Neoplasias malignas do trato urinário;C64 Neoplasia maligna do rim
C65;C64 C68 Neoplasias malignas do trato urinário;C65 Neoplasia maligna da pelve renal
C66;C64 C68 Neoplasias malignas do trato urinário;C66 Neoplasia maligna dos ureteres
C67;C64 C68 Neoplasias malignas do trato urinário;C67 Neoplasia maligna da bexiga
C68;C64 C68 Neoplasias malignas do trato urinário;C68 Neoplasia maligna de outros órgãos urinários e dos não especificados
C69;C69 C72 Neoplasias malignas dos olhos;C69 Neoplasia maligna do olho e anexos
C70;C69 C72 Neoplasias malignas dos olhos;C70 Neoplasia maligna das meninges
C71;C69 C72 Neoplasias malignas dos olhos;C71 Neoplasia maligna do encéfalo
C72;C69 C72 Neoplasias malignas dos olhos;C72 Neoplasia maligna da medula espinhal
C73;C73 C75 Neoplasias malignas da tireóide e de outras glândulas endócrinas;C73 Neoplasia maligna da glândula tireóide
C74;C73 C75 Neoplasias malignas da tireóide e de outras glândulas endócrinas;C74 Neoplasia maligna da glândula supra-renal [Glândula adrenal]
C75;C73 C75 Neoplasias malignas da tireóide e de outras glândulas endócrinas;C75 Neoplasia maligna de outras glândulas endócrinas e de estruturas relacionadas
C76;C76 C80 Neoplasias malignas de localizações mal definidas;C76 Neoplasia maligna de outras localizações e de localizações mal definidas
C77;C76 C80 Neoplasias malignas de localizações mal definidas;C77 Neoplasia maligna secundária e não especificada dos gânglios linfáticos
C78;C76 C80 Neoplasias malignas de localizações mal definidas;C78 Neoplasia maligna secundária dos órgãos respiratórios e digestivos
C79;C76 C80 Neoplasias malignas de localizações mal definidas;C79 Neoplasia maligna secundária de outras localizações
C80;C76 C80 Neoplasias malignas de localizações mal definidas;C80 Neoplasia maligna
C81;C81 C96 Neoplasias [tumores] malignas(os);C81 Doença de Hodgkin
C82;C81 C96 Neoplasias [tumores] malignas(os);C82 Linfoma não-Hodgkin
C83;C81 C96 Neoplasias [tumores] malignas(os);C83 Linfoma não-Hodgkin difuso
C84;C81 C96 Neoplasias [tumores] malignas(os);C84 Linfomas de células T cutâneas e periféricas
C85;C81 C96 Neoplasias [tumores] malignas(os);C85 Linfoma não-Hodgkin de outros tipos e de tipo não especificado
C88;C81 C96 Neoplasias [tumores] malignas(os);C88 Doenças imunoproliferativas malignas
C90;C81 C96 Neoplasias [tumores] malignas(os);C90 Mieloma múltiplo e neoplasias malignas de plasmócitos
C91;C81 C96 Neoplasias [tumores] malignas(os);C91 Leucemia linfóide
C92;C81 C96 Neoplasias [tumores] malignas(os);C92 Leucemia mielóide
C93;C81 C96 Neoplasias [tumores] malignas(os);C93 Leucemia monocítica
C94;C81 C96 Neoplasias [tumores] malignas(os);C94 Outras leucemias de células de tipo especificado
C95;C81 C96 Neoplasias [tumores] malignas(os);C95 Leucemia de tipo celular não especificado
C96;C81 C96 Neoplasias [tumores] malignas(os);C96 Outras neoplasias malignas e as não especificadas dos tecidos linfático
C97;C97 C97 Neoplasias malignas de localizações múltiplas independentes (primárias);C97 Neoplasias malignas de localizações múltiplas independentes (primárias)
D00;D00 D09 Neoplasias [tumores] in situ;D00 Carcinoma in situ da cavidade oral
D01;D00 D09 Neoplasias [tumores] in situ;D01 Carcinoma in situ de outros órgãos digestivos
D02;D00 D09 Neoplasias [tumores] in situ;D02 Carcinoma in situ do ouvido médio e do aparelho respiratório
D03;D00 D09 Neoplasias [tumores] in situ;D03 Melanoma in situ
D04;D00 D09 Neoplasias [tumores] in situ;D04 Carcinoma in situ da pele
D05;D00 D09 Neoplasias [tumores] in situ;D05 Carcinoma in situ da mama
D06;D00 D09 Neoplasias [tumores] in situ;D06 Carcinoma in situ do colo do útero (cérvix)
D07;D00 D09 Neoplasias [tumores] in situ;D07 Carcinoma in situ de outros órgãos genitais e dos não especificados
D09;D00 D09 Neoplasias [tumores] in situ;D09 Carcinoma in situ de outras localizações e das não especificadas
D10;D10 D36 Neoplasias [tumores] benignas(os);D10 Neoplasia benigna da boca e da faringe
D11;D10 D36 Neoplasias [tumores] benignas(os);D11 Neoplasia benigna de glândulas salivares maiores
D12;D10 D36 Neoplasias [tumores] benignas(os);D12 Neoplasia benigna do cólon
D13;D10 D36 Neoplasias [tumores] benignas(os);D13 Neoplasia benigna de outras partes e de partes mal definidas do aparelho digestivo
D14;D10 D36 Neoplasias [tumores] benignas(os);D14 Neoplasia benigna do ouvido médio e do aparelho respiratório
D15;D10 D36 Neoplasias [tumores] benignas(os);D15 Neoplasia benigna de outros órgãos intratorácicos e dos não especificados
D16;D10 D36 Neoplasias [tumores] benignas(os);D16 Neoplasia benigna de osso e de cartilagem articular
D17;D10 D36 Neoplasias [tumores] benignas(os);D17 Neoplasia lipomatosa benigna
D18;D10 D36 Neoplasias [tumores] benignas(os);D18 Hemangioma e linfangioma de qualquer localização
D19;D10 D36 Neoplasias [tumores] benignas(os);D19 Neoplasia benigna de tecido mesotelial
D20;D10 D36 Neoplasias [tumores] benignas(os);D20 Neoplasia benigna de tecido mole do retroperitônio e do peritônio
D21;D10 D36 Neoplasias [tumores] benignas(os);D21 Outras neoplasias benignas do tecido conjuntivo e de outros tecidos moles
D22;D10 D36 Neoplasias [tumores] benignas(os);D22 Nevos melanocíticos
D23;D10 D36 Neoplasias [tumores] benignas(os);D23 Outras neoplasias benignas da pele
D24;D10 D36 Neoplasias [tumores] benignas(os);D24 Neoplasia benigna da mama
D25;D10 D36 Neoplasias [tumores] benignas(os);D25 Leiomioma do útero
D26;D10 D36 Neoplasias [tumores] benignas(os);D26 Outras neoplasias benignas do útero
D27;D10 D36 Neoplasias [tumores] benignas(os);D27 Neoplasia benigna do ovário
D28;D10 D36 Neoplasias [tumores] benignas(os);D28 Neoplasia benigna de outros órgãos genitais femininos e de órgãos não especificados
D29;D10 D36 Neoplasias [tumores] benignas(os);D29 Neoplasia benigna dos órgãos genitais masculinos
D30;D10 D36 Neoplasias [tumores] benignas(os);D30 Neoplasia benigna dos órgãos urinários
D31;D10 D36 Neoplasias [tumores] benignas(os);D31 Neoplasia benigna do olho e anexos
D32;D10 D36 Neoplasias [tumores] benignas(os);D32 Neoplasia benigna das meninges
D33;D10 D36 Neoplasias [tumores] benignas(os);D33 Neoplasia benigna do encéfalo e de outras partes do sistema nervoso central
D34;D10 D36 Neoplasias [tumores] benignas(os);D34 Neoplasia benigna da glândula tireóide
D35;D10 D36 Neoplasias [tumores] benignas(os);D35 Neoplasia benigna de outras glândulas endócrinas e das não especificadas
D36;D10 D36 Neoplasias [tumores] benignas(os);D36 Neoplasia benigna de outras localizações e de localizações não especificadas
D37;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D37 Neoplasia de comportamento incerto ou desconhecido da cavidade oral e dos órgãos digestivos
D38;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D38 Neoplasia de comportamento incerto ou desconhecido do ouvido médio e dos órgãos respiratórios e intratorácicos
D39;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D39 Neoplasia de comportamento incerto ou desconhecido dos órgãos genitais femininos
D40;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D40 Neoplasia de comportamento incerto ou desconhecido dos órgãos genitais masculinos
D41;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D41 Neoplasia de comportamento incerto ou desconhecido dos órgãos urinários
D42;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D42 Neoplasia de comportamento incerto ou desconhecido das meninges
D43;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D43 Neoplasia de comportamento incerto ou desconhecido do encéfalo e do sistema nervoso central
D44;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D44 Neoplasia de comportamento incerto ou desconhecido das glândulas endócrinas
D45;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D45 Policitemia vera
D46;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D46 Síndromes mielodisplásicas
D47;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D47 Outras neoplasias de comportamento incerto ou desconhecido dos tecidos linfático
D48;D37 D48 Neoplasias [tumores] de comportamento incerto ou desconhecido;D48 Neoplasia de comportamento incerto ou desconhecido de outras localizações e de localizações não especificadas
D50;D50 D53 Anemias nutricionais;D50 Anemia por deficiência de ferro
D51;D50 D53 Anemias nutricionais;D51 Anemia por deficiência de vitamina B12
D52;D50 D53 Anemias nutricionais;D52 Anemia por deficiência de folato
D53;D50 D53 Anemias nutricionais;D53 Outras anemias nutricionais
D55;D55 D59 Anemias hemolíticas;D55 Anemia devida a transtornos enzimáticos
D56;D55 D59 Anemias hemolíticas;D56 Talassemia
D57;D55 D59 Anemias hemolíticas;D57 Transtornos falciformes
D58;D55 D59 Anemias hemolíticas;D58 Outras anemias hemolíticas hereditárias
D59;D55 D59 Anemias hemolíticas;D59 Anemia hemolítica adquirida
D60;D60 D64 Anemias aplásticas e outras anemias;D60 Aplasia pura da série vermelha
D61;D60 D64 Anemias aplásticas e outras anemias;D61 Outras anemias aplásticas
D62;D60 D64 Anemias aplásticas e outras anemias;D62 Anemia aguda pós-hemorrágica
D63;D60 D64 Anemias aplásticas e outras anemias;D63 Anemia em doenças crônicas classificadas em outra parte
D64;D60 D64 Anemias aplásticas e outras anemias;D64 Outras anemias
D65;D65 D69 Defeitos da coagulação;D65 Coagulação intravascular disseminada [síndrome de desfibrinação]
D66;D65 D69 Defeitos da coagulação;D66 Deficiência hereditária do fator VIII
D67;D65 D69 Defeitos da coagulação;D67 Deficiência hereditária do fator IX
D68;D65 D69 Defeitos da coagulação;D68 Outros defeitos da coagulação
D69;D65 D69 Defeitos da coagulação;D69 Púrpura e outras afecções hemorrágicas
D70;D70 D77 Outras doenças do sangue e dos órgãos hematopoéticos;D70 Agranulocitose
D71;D70 D77 Outras doenças do sangue e dos órgãos hematopoéticos;D71 Transtornos funcionais dos neutrófilos polimorfonucleares
D72;D70 D77 Outras doenças do sangue e dos órgãos hematopoéticos;D72 Outros transtornos dos glóbulos brancos
D73;D70 D77 Outras doenças do sangue e dos órgãos hematopoéticos;D73 Doenças do baço
